time,nr_nl.I1.phi,nr_nl.I1.der(phi),nr_nl.I1.flange_a.phi,nr_nl.I1.flange_a.tau,nr_nl.I1.flange_b.phi,nr_nl.I1.flange_b.tau,nr_nl.I1.w,nr_nl.I1.der(w),nr_nl.I1.a,nr_nl.I2.phi,nr_nl.I2.der(phi),nr_nl.I2.flange_a.phi,nr_nl.I2.flange_a.tau,nr_nl.I2.flange_b.phi,nr_nl.I2.w,nr_nl.I2.der(w),nr_nl.I2.a,nr_nl.torque.tau,nr_nl.torque.inPort.signal[1],nr_nl.torque.flange_b.phi,nr_nl.torque.flange_b.tau,nr_nl.signal.outPort.signal[1],nr_nl.signal.y[1],nr_nl.backlash.phi_rel,nr_nl.backlash.der(phi_rel),nr_nl.backlash.tau,nr_nl.backlash.flange_a.phi,nr_nl.backlash.flange_a.tau,nr_nl.backlash.flange_b.phi,nr_nl.backlash.flange_b.tau,r_nl.I1.phi,r_nl.I1.der(phi),r_nl.I1.flange_a.phi,r_nl.I1.flange_a.tau,r_nl.I1.flange_b.phi,r_nl.I1.flange_b.tau,r_nl.I1.w,r_nl.I1.der(w),r_nl.I1.a,r_nl.I2.phi,r_nl.I2.der(phi),r_nl.I2.flange_a.phi,r_nl.I2.flange_a.tau,r_nl.I2.flange_b.phi,r_nl.I2.flange_b.tau,r_nl.I2.w,r_nl.I2.der(w),r_nl.I2.a,r_nl.torque.tau,r_nl.torque.inPort.signal[1],r_nl.torque.flange_b.phi,r_nl.torque.flange_b.tau,r_nl.signal.outPort.signal[1],r_nl.signal.y[1],r_nl.backlash.phi_rel,r_nl.backlash.der(phi_rel),r_nl.backlash.tau,r_nl.backlash.flange_a.phi,r_nl.backlash.flange_a.tau,r_nl.backlash.flange_b.phi,r_nl.backlash.flange_b.tau,r_nl.gear.flange_a.phi,r_nl.gear.flange_a.tau,r_nl.gear.flange_b.phi,r_nl.gear.flange_b.tau,r_nl.gear.tau_support,r_nl.gear.phi_a,r_nl.gear.phi_b,r_nl.I3.phi,r_nl.I3.der(phi),r_nl.I3.flange_a.phi,r_nl.I3.flange_a.tau,r_nl.I3.flange_b.phi,r_nl.I3.w,r_nl.I3.der(w),r_nl.I3.a,nr_cor.I1.phi,nr_cor.I1.der(phi),nr_cor.I1.flange_a.phi,nr_cor.I1.flange_a.tau,nr_cor.I1.flange_b.phi,nr_cor.I1.w,nr_cor.I1.der(w),nr_cor.I1.a,nr_cor.I2.phi,nr_cor.I2.der(phi),nr_cor.I2.flange_a.phi,nr_cor.I2.flange_b.phi,nr_cor.I2.w,nr_cor.I2.der(w),nr_cor.I2.a,nr_cor.torque.tau,nr_cor.torque.inPort.signal[1],nr_cor.torque.flange_b.phi,nr_cor.torque.flange_b.tau,nr_cor.signal.outPort.signal[1],nr_cor.signal.y[1],nr_cor.backlash.phi_rel,nr_cor.backlash.flange_a.phi,nr_cor.backlash.flange_a.der(phi),nr_cor.backlash.flange_b.phi,nr_cor.backlash.flange_b.der(phi),r_cor.I1.phi,r_cor.I1.der(phi),r_cor.I1.flange_a.phi,r_cor.I1.flange_a.tau,r_cor.I1.flange_b.phi,r_cor.I1.w,r_cor.I1.der(w),r_cor.I1.a,r_cor.I2.phi,r_cor.I2.der(phi),r_cor.I2.flange_a.phi,r_cor.I2.flange_b.phi,r_cor.I2.flange_b.tau,r_cor.I2.w,r_cor.I2.der(w),r_cor.I2.a,r_cor.torque.tau,r_cor.torque.inPort.signal[1],r_cor.torque.flange_b.phi,r_cor.torque.flange_b.tau,r_cor.signal.outPort.signal[1],r_cor.signal.y[1],r_cor.backlash.phi_rel,r_cor.backlash.flange_a.phi,r_cor.backlash.flange_a.der(phi),r_cor.backlash.flange_b.phi,r_cor.backlash.flange_b.der(phi),r_cor.gear.flange_a.phi,r_cor.gear.flange_a.tau,r_cor.gear.flange_b.phi,r_cor.gear.flange_b.tau,r_cor.gear.tau_support,r_cor.gear.phi_a,r_cor.gear.phi_b,r_cor.I3.phi,r_cor.I3.der(phi),r_cor.I3.flange_a.phi,r_cor.I3.flange_a.tau,r_cor.I3.flange_b.phi,r_cor.I3.w,r_cor.I3.der(w),r_cor.I3.a
0.332,0.010186776,0.10541867,0.010186776,0.87018377,0.010186776,0.0,0.10541867,0.87018377,0.87018377,0.0068590133,0.04393995,0.0068590133,-0.0,0.0068590133,0.04393995,-0.0,-0.0,0.87018377,0.87018377,0.010186776,-0.87018377,0.87018377,0.87018377,-0.0033277618,-0.061478715,0.0,0.010186776,-0.0,0.0068590133,0.0,0.010186776,0.10541867,0.010186776,0.87018377,0.010186776,0.0,0.10541867,0.87018377,0.87018377,0.0068590133,0.04393995,0.0068590133,-0.0,0.0068590133,0.0,0.04393995,-0.0,-0.0,0.87018377,0.87018377,0.010186776,-0.87018377,0.87018377,0.87018377,-0.0033277618,-0.061478715,0.0,0.010186776,-0.0,0.0068590133,0.0,0.0068590133,-0.0,0.0068590133,0.0,-0.0,0.0068590133,0.0068590133,0.0068590133,0.04393995,0.0068590133,-0.0,0.0068590133,0.04393995,-0.0,-0.0,0.010633923,0.11183404,0.010633923,0.87018377,0.010633923,0.11183404,0.87018377,0.87018377,0.006709964,0.041801494,0.006709964,0.006709964,0.041801494,0.0,0.0,0.87018377,0.87018377,0.010633923,-0.87018377,0.87018377,0.87018377,-0.003923959,0.010633923,0.11183404,0.006709964,0.041801494,0.012870578,0.12576787,0.012870578,0.87018377,0.012870578,0.12576787,0.87018377,0.87018377,0.008946619,0.055735324,0.008946619,0.008946619,0.0,0.055735324,0.0,0.0,0.87018377,0.87018377,0.012870578,-0.87018377,0.87018377,0.87018377,-0.003923959,0.012870578,0.12576787,0.008946619,0.055735324,0.008946619,-0.0,0.008946619,0.0,-0.0,0.008946619,0.008946619,0.008946619,0.055735324,0.008946619,-0.0,0.008946619,0.055735324,0.0,0.0
0.334,0.01039941,0.107152864,0.01039941,0.86392343,0.01039941,0.0,0.107152864,0.86392343,0.86392343,0.0069468934,0.04393995,0.0069468934,-0.0,0.0069468934,0.04393995,-0.0,-0.0,0.86392343,0.86392343,0.01039941,-0.86392343,0.86392343,0.86392343,-0.0034525164,-0.063212916,0.0,0.01039941,-0.0,0.0069468934,0.0,0.01039941,0.107152864,0.01039941,0.86392343,0.01039941,0.0,0.107152864,0.86392343,0.86392343,0.0069468934,0.04393995,0.0069468934,-0.0,0.0069468934,0.0,0.04393995,-0.0,-0.0,0.86392343,0.86392343,0.01039941,-0.86392343,0.86392343,0.86392343,-0.0034525164,-0.063212916,0.0,0.01039941,-0.0,0.0069468934,0.0,0.0069468934,-0.0,0.0069468934,0.0,-0.0,0.0069468934,0.0069468934,0.0069468934,0.04393995,0.0069468934,-0.0,0.0069468934,0.04393995,-0.0,-0.0,0.010859389,0.11356825,0.010859389,0.86392343,0.010859389,0.11356825,0.86392343,0.86392343,0.006793567,0.041801494,0.006793567,0.006793567,0.041801494,0.0,0.0,0.86392343,0.86392343,0.010859389,-0.86392343,0.86392343,0.86392343,-0.0040658214,0.010859389,0.11356825,0.006793567,0.041801494,0.013123911,0.12750207,0.013123911,0.86392343,0.013123911,0.12750207,0.86392343,0.86392343,0.00905809,0.055735324,0.00905809,0.00905809,0.0,0.055735324,0.0,0.0,0.86392343,0.86392343,0.013123911,-0.86392343,0.86392343,0.86392343,-0.0040658214,0.013123911,0.12750207,0.00905809,0.055735324,0.00905809,-0.0,0.00905809,0.0,-0.0,0.00905809,0.00905809,0.00905809,0.055735324,0.00905809,-0.0,0.00905809,0.055735324,0.0,0.0
0.336,0.010615278,0.10887503,0.010615278,0.85752666,0.010615278,0.0,0.10887503,0.85752666,0.85752666,0.0070347735,0.04393995,0.0070347735,-0.0,0.0070347735,0.04393995,-0.0,-0.0,0.85752666,0.85752666,0.010615278,-0.85752666,0.85752666,0.85752666,-0.003580505,-0.06493507,0.0,0.010615278,-0.0,0.0070347735,0.0,0.010615278,0.10887503,0.010615278,0.85752666,0.010615278,0.0,0.10887503,0.85752666,0.85752666,0.0070347735,0.04393995,0.0070347735,-0.0,0.0070347735,0.0,0.04393995,-0.0,-0.0,0.85752666,0.85752666,0.010615278,-0.85752666,0.85752666,0.85752666,-0.003580505,-0.06493507,0.0,0.010615278,-0.0,0.0070347735,0.0,0.0070347735,-0.0,0.0070347735,0.0,-0.0,0.0070347735,0.0070347735,0.0070347735,0.04393995,0.0070347735,-0.0,0.0070347735,0.04393995,-0.0,-0.0,0.011088088,0.1152904,0.011088088,0.85752666,0.011088088,0.1152904,0.85752666,0.85752666,0.00687717,0.041801494,0.00687717,0.00687717,0.041801494,0.0,0.0,0.85752666,0.85752666,0.011088088,-0.85752666,0.85752666,0.85752666,-0.0042109177,0.011088088,0.1152904,0.00687717,0.041801494,0.013380478,0.12922424,0.013380478,0.85752666,0.013380478,0.12922424,0.85752666,0.85752666,0.00916956,0.055735324,0.00916956,0.00916956,0.0,0.055735324,0.0,0.0,0.85752666,0.85752666,0.013380478,-0.85752666,0.85752666,0.85752666,-0.0042109177,0.013380478,0.12922424,0.00916956,0.055735324,0.00916956,-0.0,0.00916956,0.0,-0.0,0.00916956,0.00916956,0.00916956,0.055735324,0.00916956,-0.0,0.00916956,0.055735324,0.0,0.0
0.338,0.01083432,0.11058496,0.01083432,0.85099447,0.01083432,0.0,0.11058496,0.85099447,0.85099447,0.007122653,0.04393995,0.007122653,-0.0,0.007122653,0.04393995,-0.0,-0.0,0.85099447,0.85099447,0.01083432,-0.85099447,0.85099447,0.85099447,-0.0037116676,-0.06664501,0.0,0.01083432,-0.0,0.007122653,0.0,0.01083432,0.11058496,0.01083432,0.85099447,0.01083432,0.0,0.11058496,0.85099447,0.85099447,0.007122653,0.04393995,0.007122653,-0.0,0.007122653,0.0,0.04393995,-0.0,-0.0,0.85099447,0.85099447,0.01083432,-0.85099447,0.85099447,0.85099447,-0.0037116676,-0.06664501,0.0,0.01083432,-0.0,0.007122653,0.0,0.007122653,-0.0,0.007122653,0.0,-0.0,0.007122653,0.007122653,0.007122653,0.04393995,0.007122653,-0.0,0.007122653,0.04393995,-0.0,-0.0,0.011319961,0.11700034,0.011319961,0.85099447,0.011319961,0.11700034,0.85099447,0.85099447,0.006960773,0.041801494,0.006960773,0.006960773,0.041801494,0.0,0.0,0.85099447,0.85099447,0.011319961,-0.85099447,0.85099447,0.85099447,-0.004359188,0.011319961,0.11700034,0.006960773,0.041801494,0.013640218,0.13093416,0.013640218,0.85099447,0.013640218,0.13093416,0.85099447,0.85099447,0.009281031,0.055735324,0.009281031,0.009281031,0.0,0.055735324,0.0,0.0,0.85099447,0.85099447,0.013640218,-0.85099447,0.85099447,0.85099447,-0.004359188,0.013640218,0.13093416,0.009281031,0.055735324,0.009281031,-0.0,0.009281031,0.0,-0.0,0.009281031,0.009281031,0.009281031,0.055735324,0.009281031,-0.0,0.009281031,0.055735324,0.0,0.0
0.34,0.0110567715,0.112281725,0.0110567715,0.8443279,0.0110567715,0.0,0.112281725,0.8443279,0.8443279,0.007210533,0.04393995,0.007210533,-0.0,0.007210533,0.04393995,-0.0,-0.0,0.8443279,0.8443279,0.0110567715,-0.8443279,0.8443279,0.8443279,-0.0038462384,-0.06834177,0.0,0.0110567715,-0.0,0.007210533,0.0,0.0110567715,0.112281725,0.0110567715,0.8443279,0.0110567715,0.0,0.112281725,0.8443279,0.8443279,0.007210533,0.04393995,0.007210533,-0.0,0.007210533,0.0,0.04393995,-0.0,-0.0,0.8443279,0.8443279,0.0110567715,-0.8443279,0.8443279,0.8443279,-0.0038462384,-0.06834177,0.0,0.0110567715,-0.0,0.007210533,0.0,0.007210533,-0.0,0.007210533,0.0,-0.0,0.007210533,0.007210533,0.007210533,0.04393995,0.007210533,-0.0,0.007210533,0.04393995,-0.0,-0.0,0.011555242,0.1186971,0.011555242,0.8443279,0.011555242,0.1186971,0.8443279,0.8443279,0.007044376,0.041801494,0.007044376,0.007044376,0.041801494,0.0,0.0,0.8443279,0.8443279,0.011555242,-0.8443279,0.8443279,0.8443279,-0.004510866,0.011555242,0.1186971,0.007044376,0.041801494,0.013903367,0.13263093,0.013903367,0.8443279,0.013903367,0.13263093,0.8443279,0.8443279,0.009392502,0.055735324,0.009392502,0.009392502,0.0,0.055735324,0.0,0.0,0.8443279,0.8443279,0.013903367,-0.8443279,0.8443279,0.8443279,-0.004510866,0.013903367,0.13263093,0.009392502,0.055735324,0.009392502,-0.0,0.009392502,0.0,-0.0,0.009392502,0.009392502,0.009392502,0.055735324,0.009392502,-0.0,0.009392502,0.055735324,0.0,0.0
0.342,0.011282609,0.11396501,0.011282609,0.83752805,0.011282609,0.0,0.11396501,0.83752805,0.83752805,0.007298413,0.04393995,0.007298413,-0.0,0.007298413,0.04393995,-0.0,-0.0,0.83752805,0.83752805,0.011282609,-0.83752805,0.83752805,0.83752805,-0.0039841956,-0.070025064,0.0,0.011282609,-0.0,0.007298413,0.0,0.011282609,0.11396501,0.011282609,0.83752805,0.011282609,0.0,0.11396501,0.83752805,0.83752805,0.007298413,0.04393995,0.007298413,-0.0,0.007298413,0.0,0.04393995,-0.0,-0.0,0.83752805,0.83752805,0.011282609,-0.83752805,0.83752805,0.83752805,-0.0039841956,-0.070025064,0.0,0.011282609,-0.0,0.007298413,0.0,0.007298413,-0.0,0.007298413,0.0,-0.0,0.007298413,0.007298413,0.007298413,0.04393995,0.007298413,-0.0,0.007298413,0.04393995,-0.0,-0.0,0.0117939105,0.120380394,0.0117939105,0.83752805,0.0117939105,0.120380394,0.83752805,0.83752805,0.0071279793,0.041801494,0.0071279793,0.0071279793,0.041801494,0.0,0.0,0.83752805,0.83752805,0.0117939105,-0.83752805,0.83752805,0.83752805,-0.004665931,0.0117939105,0.120380394,0.0071279793,0.041801494,0.0141699035,0.13431422,0.0141699035,0.83752805,0.0141699035,0.13431422,0.83752805,0.83752805,0.009503972,0.055735324,0.009503972,0.009503972,0.0,0.055735324,0.0,0.0,0.83752805,0.83752805,0.0141699035,-0.83752805,0.83752805,0.83752805,-0.004665931,0.0141699035,0.13431422,0.009503972,0.055735324,0.009503972,-0.0,0.009503972,0.0,-0.0,0.009503972,0.009503972,0.009503972,0.055735324,0.009503972,-0.0,0.009503972,0.055735324,0.0,0.0
0.344,0.011511811,0.11563455,0.011511811,0.8305959,0.011511811,0.0,0.11563455,0.8305959,0.8305959,0.007386293,0.04393995,0.007386293,-0.0,0.007386293,0.04393995,-0.0,-0.0,0.8305959,0.8305959,0.011511811,-0.8305959,0.8305959,0.8305959,-0.0041255187,-0.071694605,0.0,0.011511811,-0.0,0.007386293,0.0,0.011511811,0.11563455,0.011511811,0.8305959,0.011511811,0.0,0.11563455,0.8305959,0.8305959,0.007386293,0.04393995,0.007386293,-0.0,0.007386293,0.0,0.04393995,-0.0,-0.0,0.8305959,0.8305959,0.011511811,-0.8305959,0.8305959,0.8305959,-0.0041255187,-0.071694605,0.0,0.011511811,-0.0,0.007386293,0.0,0.007386293,-0.0,0.007386293,0.0,-0.0,0.007386293,0.007386293,0.007386293,0.04393995,0.007386293,-0.0,0.007386293,0.04393995,-0.0,-0.0,0.012035944,0.12204993,0.012035944,0.8305959,0.012035944,0.12204993,0.8305959,0.8305959,0.0072115823,0.041801494,0.0072115823,0.0072115823,0.041801494,0.0,0.0,0.8305959,0.8305959,0.012035944,-0.8305959,0.8305959,0.8305959,-0.0048243618,0.012035944,0.12204993,0.0072115823,0.041801494,0.0144398045,0.13598377,0.0144398045,0.8305959,0.0144398045,0.13598377,0.8305959,0.8305959,0.009615443,0.055735324,0.009615443,0.009615443,0.0,0.055735324,0.0,0.0,0.8305959,0.8305959,0.0144398045,-0.8305959,0.8305959,0.8305959,-0.0048243618,0.0144398045,0.13598377,0.009615443,0.055735324,0.009615443,-0.0,0.009615443,0.0,-0.0,0.009615443,0.009615443,0.009615443,0.055735324,0.009615443,-0.0,0.009615443,0.055735324,0.0,0.0
0.346,0.011744359,0.11729006,0.011744359,0.8235326,0.011744359,0.0,0.11729006,0.8235326,0.8235326,0.007474173,0.04393995,0.007474173,-0.0,0.007474173,0.04393995,-0.0,-0.0,0.8235326,0.8235326,0.011744359,-0.8235326,0.8235326,0.8235326,-0.0042701857,-0.0733501,0.0,0.011744359,-0.0,0.007474173,0.0,0.011744359,0.11729006,0.011744359,0.8235326,0.011744359,0.0,0.11729006,0.8235326,0.8235326,0.007474173,0.04393995,0.007474173,-0.0,0.007474173,0.0,0.04393995,-0.0,-0.0,0.8235326,0.8235326,0.011744359,-0.8235326,0.8235326,0.8235326,-0.0042701857,-0.0733501,0.0,0.011744359,-0.0,0.007474173,0.0,0.007474173,-0.0,0.007474173,0.0,-0.0,0.007474173,0.007474173,0.007474173,0.04393995,0.007474173,-0.0,0.007474173,0.04393995,-0.0,-0.0,0.012281322,0.12370543,0.012281322,0.8235326,0.012281322,0.12370543,0.8235326,0.8235326,0.0072951852,0.041801494,0.0072951852,0.0072951852,0.041801494,0.0,0.0,0.8235326,0.8235326,0.012281322,-0.8235326,0.8235326,0.8235326,-0.0049861367,0.012281322,0.12370543,0.0072951852,0.041801494,0.01471305,0.13763925,0.01471305,0.8235326,0.01471305,0.13763925,0.8235326,0.8235326,0.009726914,0.055735324,0.009726914,0.009726914,0.0,0.055735324,0.0,0.0,0.8235326,0.8235326,0.01471305,-0.8235326,0.8235326,0.8235326,-0.0049861367,0.01471305,0.13763925,0.009726914,0.055735324,0.009726914,-0.0,0.009726914,0.0,-0.0,0.009726914,0.009726914,0.009726914,0.055735324,0.009726914,-0.0,0.009726914,0.055735324,0.0,0.0
0.3461695,0.01176422,0.1174297,0.01176422,0.822928,0.01176422,0.0,0.1174297,0.822928,0.822928,0.0074816206,0.04393995,0.0074816206,-0.0,0.0074816206,0.04393995,-0.0,-0.0,0.822928,0.822928,0.01176422,-0.822928,0.822928,0.822928,-0.0042825993,-0.07348975,0.0,0.01176422,-0.0,0.0074816206,0.0,0.01176422,0.1174297,0.01176422,0.822928,0.01176422,0.0,0.1174297,0.822928,0.822928,0.0074816206,0.04393995,0.0074816206,-0.0,0.0074816206,0.0,0.04393995,-0.0,-0.0,0.822928,0.822928,0.01176422,-0.822928,0.822928,0.822928,-0.0042825993,-0.07348975,0.0,0.01176422,-0.0,0.0074816206,0.0,0.0074816206,-0.0,0.0074816206,0.0,-0.0,0.0074816206,0.0074816206,0.0074816206,0.04393995,0.0074816206,-0.0,0.0074816206,0.04393995,-0.0,-0.0,0.01230227,0.12384508,0.01230227,0.822928,0.01230227,0.12384508,0.822928,0.822928,0.0073022703,0.041801494,0.0073022703,0.0073022703,0.041801494,0.0,0.0,0.822928,0.822928,0.01230227,-0.822928,0.822928,0.822928,-0.005,0.01230227,0.12384508,0.0073022703,0.041801494,0.014736361,0.13777891,0.014736361,0.822928,0.014736361,0.13777891,0.822928,0.822928,0.00973636,0.055735324,0.00973636,0.00973636,0.0,0.055735324,0.0,0.0,0.822928,0.822928,0.014736361,-0.822928,0.822928,0.822928,-0.005,0.014736361,0.13777891,0.00973636,0.055735324,0.00973636,-0.0,0.00973636,0.0,-0.0,0.00973636,0.00973636,0.00973636,0.055735324,0.00973636,-0.0,0.00973636,0.055735324,0.0,0.0
0.3461695,0.01176422,0.1174297,0.01176422,0.822928,0.01176422,0.0,0.1174297,0.822928,0.822928,0.0074816206,0.04393995,0.0074816206,-0.0,0.0074816206,0.04393995,-0.0,-0.0,0.822928,0.822928,0.01176422,-0.822928,0.822928,0.822928,-0.0042825993,-0.07348975,0.0,0.01176422,-0.0,0.0074816206,0.0,0.01176422,0.1174297,0.01176422,0.822928,0.01176422,0.0,0.1174297,0.822928,0.822928,0.0074816206,0.04393995,0.0074816206,-0.0,0.0074816206,0.0,0.04393995,-0.0,-0.0,0.822928,0.822928,0.01176422,-0.822928,0.822928,0.822928,-0.0042825993,-0.07348975,0.0,0.01176422,-0.0,0.0074816206,0.0,0.0074816206,-0.0,0.0074816206,0.0,-0.0,0.0074816206,0.0074816206,0.0074816206,0.04393995,0.0074816206,-0.0,0.0074816206,0.04393995,-0.0,-0.0,0.01230227,0.0007796993,0.01230227,0.822928,0.01230227,0.0007796993,0.822928,0.822928,0.0073022703,0.082823284,0.0073022703,0.0073022703,0.082823284,0.0,0.0,0.822928,0.822928,0.01230227,-0.822928,0.822928,0.822928,-0.005,0.01230227,0.0007796993,0.0073022703,0.082823284,0.014736361,0.02838746,0.014736361,0.822928,0.014736361,0.02838746,0.822928,0.822928,0.00973636,0.110431045,0.00973636,0.00973636,0.0,0.110431045,0.0,0.0,0.822928,0.822928,0.014736361,-0.822928,0.822928,0.822928,-0.005,0.014736361,0.02838746,0.00973636,0.110431045,0.00973636,-0.0,0.00973636,0.0,-0.0,0.00973636,0.00973636,0.00973636,0.110431045,0.00973636,-0.0,0.00973636,0.110431045,0.0,0.0
0.3461695,0.01176422,0.1174297,0.01176422,0.822928,0.01176422,0.0,0.1174297,0.822928,0.822928,0.0074816206,0.04393995,0.0074816206,-0.0,0.0074816206,0.04393995,-0.0,-0.0,0.822928,0.822928,0.01176422,-0.822928,0.822928,0.822928,-0.0042825993,-0.07348975,0.0,0.01176422,-0.0,0.0074816206,0.0,0.01176422,0.1174297,0.01176422,0.822928,0.01176422,0.0,0.1174297,0.822928,0.822928,0.0074816206,0.04393995,0.0074816206,-0.0,0.0074816206,0.0,0.04393995,-0.0,-0.0,0.822928,0.822928,0.01176422,-0.822928,0.822928,0.822928,-0.0042825993,-0.07348975,0.0,0.01176422,-0.0,0.0074816206,0.0,0.0074816206,-0.0,0.0074816206,0.0,-0.0,0.0074816206,0.0074816206,0.0074816206,0.04393995,0.0074816206,-0.0,0.0074816206,0.04393995,-0.0,-0.0,0.01230227,0.0007797003,0.01230227,0.822928,0.01230227,0.0007797003,0.822928,0.822928,0.0073022703,0.082823284,0.0073022703,0.0073022703,0.082823284,0.0,0.0,0.822928,0.822928,0.01230227,-0.822928,0.822928,0.822928,-0.005,0.01230227,0.0007797003,0.0073022703,0.082823284,0.014736361,0.028387463,0.014736361,0.822928,0.014736361,0.028387463,0.822928,0.822928,0.009736361,0.110431045,0.009736361,0.009736361,0.0,0.110431045,0.0,0.0,0.822928,0.822928,0.014736361,-0.822928,0.822928,0.822928,-0.005,0.014736361,0.028387463,0.009736361,0.110431045,0.009736361,-0.0,0.009736361,0.0,-0.0,0.009736361,0.009736361,0.009736361,0.110431045,0.009736361,-0.0,0.009736361,0.110431045,0.0,0.0
0.348,0.011980549,0.11893005,0.011980549,0.81633925,0.011980549,0.0,0.11893005,0.81633925,0.81633925,0.0075620525,0.04393995,0.0075620525,-0.0,0.0075620525,0.04393995,-0.0,-0.0,0.81633925,0.81633925,0.011980549,-0.81633925,0.81633925,0.81633925,-0.0044184965,-0.0749901,0.0,0.011980549,-0.0,0.0075620525,0.0,0.011980549,0.11893005,0.011980549,0.81633925,0.011980549,0.0,0.11893005,0.81633925,0.81633925,0.0075620525,0.04393995,0.0075620525,-0.0,0.0075620525,0.0,0.04393995,-0.0,-0.0,0.81633925,0.81633925,0.011980549,-0.81633925,0.81633925,0.81633925,-0.0044184965,-0.0749901,0.0,0.011980549,-0.0,0.0075620525,0.0,0.0075620525,-0.0,0.0075620525,0.0,-0.0,0.0075620525,0.0075620525,0.0075620525,0.04393995,0.0075620525,-0.0,0.0075620525,0.04393995,-0.0,-0.0,0.012305072,0.0022800502,0.012305072,0.81633925,0.012305072,0.0022800502,0.81633925,0.81633925,0.0074538784,0.082823284,0.0074538784,0.0074538784,0.082823284,0.0,0.0,0.81633925,0.81633925,0.012305072,-0.81633925,0.81633925,0.81633925,-0.004851193,0.012305072,0.0022800502,0.0074538784,0.082823284,0.014789698,0.029887812,0.014789698,0.81633925,0.014789698,0.029887812,0.81633925,0.81633925,0.009938505,0.110431045,0.009938505,0.009938505,0.0,0.110431045,0.0,0.0,0.81633925,0.81633925,0.014789698,-0.81633925,0.81633925,0.81633925,-0.004851193,0.014789698,0.029887812,0.009938505,0.110431045,0.009938505,-0.0,0.009938505,0.0,-0.0,0.009938505,0.009938505,0.009938505,0.110431045,0.009938505,-0.0,0.009938505,0.110431045,0.0,0.0
0.35,0.012220031,0.12055537,0.012220031,0.809017,0.012220031,0.0,0.12055537,0.809017,0.809017,0.0076499325,0.04393995,0.0076499325,-0.0,0.0076499325,0.04393995,-0.0,-0.0,0.809017,0.809017,0.012220031,-0.809017,0.809017,0.809017,-0.0045700986,-0.07661542,0.0,0.012220031,-0.0,0.0076499325,0.0,0.012220031,0.12055537,0.012220031,0.809017,0.012220031,0.0,0.12055537,0.809017,0.809017,0.0076499325,0.04393995,0.0076499325,-0.0,0.0076499325,0.0,0.04393995,-0.0,-0.0,0.809017,0.809017,0.012220031,-0.809017,0.809017,0.809017,-0.0045700986,-0.07661542,0.0,0.012220031,-0.0,0.0076499325,0.0,0.0076499325,-0.0,0.0076499325,0.0,-0.0,0.0076499325,0.0076499325,0.0076499325,0.04393995,0.0076499325,-0.0,0.0076499325,0.04393995,-0.0,-0.0,0.012311254,0.0039053727,0.012311254,0.809017,0.012311254,0.0039053727,0.809017,0.809017,0.0076195253,0.082823284,0.0076195253,0.0076195253,0.082823284,0.0,0.0,0.809017,0.809017,0.012311254,-0.809017,0.809017,0.809017,-0.0046917284,0.012311254,0.0039053727,0.0076195253,0.082823284,0.014851095,0.031513136,0.014851095,0.809017,0.014851095,0.031513136,0.809017,0.809017,0.010159367,0.110431045,0.010159367,0.010159367,0.0,0.110431045,0.0,0.0,0.809017,0.809017,0.014851095,-0.809017,0.809017,0.809017,-0.0046917284,0.014851095,0.031513136,0.010159367,0.110431045,0.010159367,-0.0,0.010159367,0.0,-0.0,0.010159367,0.010159367,0.010159367,0.110431045,0.010159367,-0.0,0.010159367,0.110431045,0.0,0.0
0.352,0.012462728,0.122165754,0.012462728,0.80156696,0.012462728,0.0,0.122165754,0.80156696,0.80156696,0.0077378126,0.04393995,0.0077378126,-0.0,0.0077378126,0.04393995,-0.0,-0.0,0.80156696,0.80156696,0.012462728,-0.80156696,0.80156696,0.80156696,-0.004724915,-0.0782258,0.0,0.012462728,-0.0,0.0077378126,0.0,0.012462728,0.122165754,0.012462728,0.80156696,0.012462728,0.0,0.122165754,0.80156696,0.80156696,0.0077378126,0.04393995,0.0077378126,-0.0,0.0077378126,0.0,0.04393995,-0.0,-0.0,0.80156696,0.80156696,0.012462728,-0.80156696,0.80156696,0.80156696,-0.004724915,-0.0782258,0.0,0.012462728,-0.0,0.0077378126,0.0,0.0077378126,-0.0,0.0077378126,0.0,-0.0,0.0077378126,0.0077378126,0.0077378126,0.04393995,0.0077378126,-0.0,0.0077378126,0.04393995,-0.0,-0.0,0.012320651,0.0055157496,0.012320651,0.80156696,0.012320651,0.0055157496,0.80156696,0.80156696,0.0077851717,0.082823284,0.0077851717,0.0077851717,0.082823284,0.0,0.0,0.80156696,0.80156696,0.012320651,-0.80156696,0.80156696,0.80156696,-0.0045354785,0.012320651,0.0055157496,0.0077851717,0.082823284,0.0149157075,0.03312351,0.0149157075,0.80156696,0.0149157075,0.03312351,0.80156696,0.80156696,0.010380229,0.110431045,0.010380229,0.010380229,0.0,0.110431045,0.0,0.0,0.80156696,0.80156696,0.0149157075,-0.80156696,0.80156696,0.80156696,-0.0045354785,0.0149157075,0.03312351,0.010380229,0.110431045,0.010380229,-0.0,0.010380229,0.0,-0.0,0.010380229,0.010380229,0.010380229,0.110431045,0.010380229,-0.0,0.010380229,0.110431045,0.0,0.0
